"CurrentClimYear","noflowdays_r","totaldays_r","annualfractionnoflow_r","zeroflowfirst_r","gauge_ID"
1976,101,365,0.276712328767123,97,"X915011A"
1977,214,365,0.586301369863014,108,"X915011A"
1978,133,365,0.364383561643836,1,"X915011A"
1979,218,366,0.595628415300546,18,"X915011A"
1980,189,365,0.517808219178082,1,"X915011A"
1981,46,365,0.126027397260274,98,"X915011A"
1982,125,365,0.342465753424658,103,"X915011A"
1983,0,366,0,Inf,"X915011A"
1984,121,365,0.331506849315069,138,"X915011A"
1985,167,365,0.457534246575342,1,"X915011A"
1986,218,365,0.597260273972603,1,"X915011A"
1987,342,366,0.934426229508197,1,"X915011A"
1988,232,365,0.635616438356164,1,"X915011A"
1989,204,365,0.558904109589041,1,"X915011A"
1990,160,365,0.438356164383562,28,"X915011A"
1991,270,366,0.737704918032787,34,"X915011A"
1992,332,365,0.90958904109589,1,"X915011A"
1993,318,365,0.871232876712329,1,"X915011A"
1994,178,365,0.487671232876712,1,"X915011A"
1995,264,366,0.721311475409836,1,"X915011A"
1996,111,365,0.304109589041096,1,"X915011A"
1997,182,365,0.498630136986301,1,"X915011A"
1998,218,365,0.597260273972603,1,"X915011A"
1999,132,366,0.360655737704918,1,"X915011A"
2000,147,365,0.402739726027397,19,"X915011A"
2001,230,365,0.63013698630137,1,"X915011A"
2002,272,365,0.745205479452055,1,"X915011A"
2003,240,366,0.655737704918033,5,"X915011A"
2004,232,365,0.635616438356164,13,"X915011A"
2005,201,365,0.550684931506849,1,"X915011A"
2006,221,365,0.605479452054794,1,"X915011A"
2007,179,366,0.489071038251366,54,"X915011A"
2008,139,365,0.380821917808219,1,"X915011A"
2009,92,365,0.252054794520548,88,"X915011A"
2010,0,365,0,Inf,"X915011A"
2011,8,366,0.0218579234972678,140,"X915011A"
2012,19,365,0.0520547945205479,156,"X915011A"
2013,124,365,0.33972602739726,83,"X915011A"
2014,118,184,0.641304347826087,66,"X915011A"
1968,0,342,0,Inf,"X917107A"
1969,0,365,0,Inf,"X917107A"
1970,0,365,0,Inf,"X917107A"
1971,46,366,0.12568306010929,119,"X917107A"
1972,0,365,0,Inf,"X917107A"
1973,0,365,0,Inf,"X917107A"
1974,0,365,0,Inf,"X917107A"
1975,0,366,0,Inf,"X917107A"
1976,0,365,0,Inf,"X917107A"
1977,0,365,0,Inf,"X917107A"
1978,0,365,0,Inf,"X917107A"
1979,0,366,0,Inf,"X917107A"
1980,0,365,0,Inf,"X917107A"
1981,0,365,0,Inf,"X917107A"
1982,0,365,0,Inf,"X917107A"
1983,0,366,0,Inf,"X917107A"
1984,0,365,0,Inf,"X917107A"
1985,0,365,0,Inf,"X917107A"
1986,0,365,0,Inf,"X917107A"
1987,0,366,0,Inf,"X917107A"
1988,0,365,0,Inf,"X917107A"
1989,3,365,0.00821917808219178,139,"X917107A"
1990,0,365,0,Inf,"X917107A"
1991,0,366,0,Inf,"X917107A"
1992,0,365,0,Inf,"X917107A"
1993,19,365,0.0520547945205479,232,"X917107A"
1994,3,365,0.00821917808219178,168,"X917107A"
1995,9,366,0.0245901639344262,169,"X917107A"
1996,32,365,0.0876712328767123,92,"X917107A"
1997,0,365,0,Inf,"X917107A"
1998,0,365,0,Inf,"X917107A"
1999,0,366,0,Inf,"X917107A"
2000,0,365,0,Inf,"X917107A"
2001,0,365,0,Inf,"X917107A"
2002,0,365,0,Inf,"X917107A"
2003,24,366,0.0655737704918033,343,"X917107A"
2004,129,365,0.353424657534247,1,"X917107A"
2005,74,365,0.202739726027397,125,"X917107A"
2006,97,365,0.265753424657534,93,"X917107A"
2007,0,366,0,Inf,"X917107A"
2008,0,365,0,Inf,"X917107A"
2009,0,365,0,Inf,"X917107A"
2010,0,365,0,Inf,"X917107A"
2011,0,366,0,Inf,"X917107A"
2012,0,365,0,Inf,"X917107A"
2013,0,365,0,Inf,"X917107A"
2014,0,184,0,Inf,"X917107A"
1967,26,273,0.0952380952380952,122,"X919003A"
1968,29,365,0.0794520547945206,129,"X919003A"
1969,23,365,0.063013698630137,142,"X919003A"
1970,16,365,0.0438356164383562,107,"X919003A"
1971,10,366,0.0273224043715847,139,"X919003A"
1972,31,365,0.0849315068493151,146,"X919003A"
1973,0,365,0,Inf,"X919003A"
1974,0,365,0,Inf,"X919003A"
1975,0,366,0,Inf,"X919003A"
1976,0,365,0,Inf,"X919003A"
1977,0,365,0,Inf,"X919003A"
1978,0,365,0,Inf,"X919003A"
1979,0,366,0,Inf,"X919003A"
1980,0,365,0,Inf,"X919003A"
1981,0,365,0,Inf,"X919003A"
1982,0,365,0,Inf,"X919003A"
1983,0,366,0,Inf,"X919003A"
1984,0,365,0,Inf,"X919003A"
1985,0,365,0,Inf,"X919003A"
1986,0,365,0,Inf,"X919003A"
1987,0,366,0,Inf,"X919003A"
1988,0,365,0,Inf,"X919003A"
1989,0,365,0,Inf,"X919003A"
1990,0,365,0,Inf,"X919003A"
1991,30,366,0.0819672131147541,121,"X919003A"
1992,47,365,0.128767123287671,112,"X919003A"
1993,0,365,0,Inf,"X919003A"
1994,9,365,0.0246575342465753,156,"X919003A"
1995,0,366,0,Inf,"X919003A"
1996,0,365,0,Inf,"X919003A"
1997,0,365,0,Inf,"X919003A"
1998,0,365,0,Inf,"X919003A"
1999,0,366,0,Inf,"X919003A"
2000,0,365,0,Inf,"X919003A"
2001,0,365,0,Inf,"X919003A"
2002,69,365,0.189041095890411,99,"X919003A"
2003,38,366,0.103825136612022,109,"X919003A"
2004,0,365,0,Inf,"X919003A"
2005,18,365,0.0493150684931507,163,"X919003A"
2006,0,365,0,Inf,"X919003A"
2007,0,366,0,Inf,"X919003A"
2008,0,365,0,Inf,"X919003A"
2009,40,365,0.10958904109589,114,"X919003A"
2010,0,365,0,Inf,"X919003A"
2011,0,366,0,Inf,"X919003A"
2012,0,365,0,Inf,"X919003A"
2013,0,365,0,Inf,"X919003A"
2014,0,184,0,Inf,"X919003A"
1967,0,201,0,Inf,"X919201A"
1968,116,365,0.317808219178082,78,"X919201A"
1969,173,365,0.473972602739726,1,"X919201A"
1970,141,365,0.386301369863014,1,"X919201A"
1971,59,366,0.16120218579235,93,"X919201A"
1972,88,365,0.241095890410959,111,"X919201A"
1973,0,365,0,Inf,"X919201A"
1974,0,365,0,Inf,"X919201A"
1975,11,366,0.0300546448087432,136,"X919201A"
1976,0,365,0,Inf,"X919201A"
1977,0,365,0,Inf,"X919201A"
1978,56,365,0.153424657534247,100,"X919201A"
1979,0,366,0,Inf,"X919201A"
1980,0,365,0,Inf,"X919201A"
1981,0,365,0,Inf,"X919201A"
1982,0,365,0,Inf,"X919201A"
1983,48,366,0.131147540983607,75,"X919201A"
1984,79,365,0.216438356164384,16,"X919201A"
1985,54,365,0.147945205479452,65,"X919201A"
1986,90,365,0.246575342465753,66,"X919201A"
1987,200,366,0.546448087431694,58,"X919201A"
1988,142,365,0.389041095890411,1,"X919201A"
1989,0,365,0,Inf,"X919201A"
1990,0,365,0,Inf,"X919201A"
1991,10,366,0.0273224043715847,151,"X919201A"
1992,0,365,0,Inf,"X919201A"
1993,69,365,0.189041095890411,84,"X919201A"
1994,83,365,0.227397260273973,1,"X919201A"
1995,90,366,0.245901639344262,1,"X919201A"
1996,14,365,0.0383561643835616,100,"X919201A"
1997,51,365,0.13972602739726,107,"X919201A"
1998,24,365,0.0657534246575342,84,"X919201A"
1999,14,366,0.0382513661202186,119,"X919201A"
2000,0,365,0,Inf,"X919201A"
2001,29,365,0.0794520547945206,99,"X919201A"
2002,191,365,0.523287671232877,7,"X919201A"
2003,168,366,0.459016393442623,1,"X919201A"
2004,56,365,0.153424657534247,98,"X919201A"
2005,93,365,0.254794520547945,50,"X919201A"
2006,68,365,0.186301369863014,100,"X919201A"
2007,71,366,0.193989071038251,77,"X919201A"
2008,55,365,0.150684931506849,83,"X919201A"
2009,119,365,0.326027397260274,61,"X919201A"
2010,5,365,0.0136986301369863,123,"X919201A"
2011,19,366,0.0519125683060109,143,"X919201A"
2012,108,365,0.295890410958904,92,"X919201A"
2013,22,365,0.0602739726027397,100,"X919201A"
2014,52,184,0.282608695652174,133,"X919201A"
1967,48,294,0.163265306122449,104,"X919309A"
1968,153,365,0.419178082191781,59,"X919309A"
1969,190,365,0.520547945205479,1,"X919309A"
1970,130,365,0.356164383561644,1,"X919309A"
1971,59,366,0.16120218579235,90,"X919309A"
1972,62,365,0.16986301369863,113,"X919309A"
1973,43,365,0.117808219178082,84,"X919309A"
1974,0,365,0,Inf,"X919309A"
1975,0,366,0,Inf,"X919309A"
1976,0,365,0,Inf,"X919309A"
1977,0,365,0,Inf,"X919309A"
1978,133,365,0.364383561643836,40,"X919309A"
1979,64,366,0.174863387978142,119,"X919309A"
1980,96,365,0.263013698630137,76,"X919309A"
1981,35,365,0.0958904109589041,113,"X919309A"
1982,95,365,0.26027397260274,68,"X919309A"
1983,106,366,0.289617486338798,52,"X919309A"
1984,130,365,0.356164383561644,34,"X919309A"
1985,93,365,0.254794520547945,33,"X919309A"
1986,120,365,0.328767123287671,34,"X919309A"
1987,175,366,0.478142076502732,1,"X919309A"
1988,104,365,0.284931506849315,1,"X919309A"
1989,74,365,0.202739726027397,68,"X919309A"
1990,12,365,0.0328767123287671,71,"X919309A"
1991,35,366,0.0956284153005464,95,"X919309A"
1992,89,365,0.243835616438356,12,"X919309A"
1993,36,365,0.0986301369863014,162,"X919309A"
1994,0,365,0,Inf,"X919309A"
1995,41,366,0.112021857923497,58,"X919309A"
1996,43,365,0.117808219178082,56,"X919309A"
1997,27,365,0.073972602739726,88,"X919309A"
1998,62,365,0.16986301369863,41,"X919309A"
1999,0,366,0,Inf,"X919309A"
2000,0,365,0,Inf,"X919309A"
2001,33,365,0.0904109589041096,130,"X919309A"
2002,84,365,0.23013698630137,70,"X919309A"
2003,90,366,0.245901639344262,52,"X919309A"
2004,26,365,0.0712328767123288,66,"X919309A"
2005,26,365,0.0712328767123288,13,"X919309A"
2006,14,365,0.0383561643835616,91,"X919309A"
2007,43,366,0.117486338797814,117,"X919309A"
2008,35,365,0.0958904109589041,114,"X919309A"
2009,50,365,0.136986301369863,127,"X919309A"
2010,0,365,0,Inf,"X919309A"
2011,0,366,0,Inf,"X919309A"
2012,19,365,0.0520547945205479,99,"X919309A"
2013,27,365,0.073972602739726,89,"X919309A"
2014,70,184,0.380434782608696,86,"X919309A"
1967,63,273,0.230769230769231,109,"X922101B"
1968,54,365,0.147945205479452,115,"X922101B"
1969,95,365,0.26027397260274,79,"X922101B"
1970,76,365,0.208219178082192,69,"X922101B"
1971,74,366,0.202185792349727,96,"X922101B"
1972,120,365,0.328767123287671,92,"X922101B"
1973,0,365,0,Inf,"X922101B"
1974,48,365,0.131506849315068,105,"X922101B"
1975,0,366,0,Inf,"X922101B"
1976,29,365,0.0794520547945206,111,"X922101B"
1977,62,365,0.16986301369863,111,"X922101B"
1978,2,365,0.00547945205479452,170,"X922101B"
1979,66,366,0.180327868852459,119,"X922101B"
1980,39,365,0.106849315068493,124,"X922101B"
1981,8,365,0.0219178082191781,120,"X922101B"
1982,90,365,0.246575342465753,109,"X922101B"
1983,59,366,0.16120218579235,106,"X922101B"
1984,54,365,0.147945205479452,108,"X922101B"
1985,0,365,0,Inf,"X922101B"
1986,78,365,0.213698630136986,67,"X922101B"
1987,67,366,0.183060109289617,101,"X922101B"
1988,44,365,0.120547945205479,83,"X922101B"
1989,49,365,0.134246575342466,90,"X922101B"
1990,73,365,0.2,67,"X922101B"
1991,72,366,0.19672131147541,71,"X922101B"
1992,90,365,0.246575342465753,48,"X922101B"
1993,7,365,0.0191780821917808,119,"X922101B"
1994,31,365,0.0849315068493151,118,"X922101B"
1995,15,366,0.040983606557377,131,"X922101B"
1996,7,365,0.0191780821917808,168,"X922101B"
1997,87,365,0.238356164383562,92,"X922101B"
1998,0,365,0,Inf,"X922101B"
1999,15,366,0.040983606557377,115,"X922101B"
2000,0,365,0,Inf,"X922101B"
2001,26,365,0.0712328767123288,108,"X922101B"
2002,81,365,0.221917808219178,70,"X922101B"
2003,90,366,0.245901639344262,58,"X922101B"
2004,51,365,0.13972602739726,98,"X922101B"
2005,74,365,0.202739726027397,87,"X922101B"
2006,33,365,0.0904109589041096,141,"X922101B"
2007,13,366,0.0355191256830601,138,"X922101B"
2008,20,365,0.0547945205479452,124,"X922101B"
2009,26,365,0.0712328767123288,75,"X922101B"
2010,0,365,0,Inf,"X922101B"
2011,36,366,0.0983606557377049,103,"X922101B"
2012,22,365,0.0602739726027397,138,"X922101B"
2013,24,365,0.0657534246575342,98,"X922101B"
2014,70,184,0.380434782608696,115,"X922101B"
1957,0,72,0,Inf,"X925001A"
1958,0,365,0,Inf,"X925001A"
1959,0,366,0,Inf,"X925001A"
1960,0,365,0,Inf,"X925001A"
1961,0,365,0,Inf,"X925001A"
1962,0,365,0,Inf,"X925001A"
1963,0,366,0,Inf,"X925001A"
1964,0,365,0,Inf,"X925001A"
1965,0,365,0,Inf,"X925001A"
1966,0,365,0,Inf,"X925001A"
1967,0,366,0,Inf,"X925001A"
1968,0,365,0,Inf,"X925001A"
1969,0,365,0,Inf,"X925001A"
1970,0,365,0,Inf,"X925001A"
1971,0,366,0,Inf,"X925001A"
1972,0,365,0,Inf,"X925001A"
1973,0,365,0,Inf,"X925001A"
1974,0,365,0,Inf,"X925001A"
1975,0,366,0,Inf,"X925001A"
1976,0,365,0,Inf,"X925001A"
1977,0,365,0,Inf,"X925001A"
1978,0,365,0,Inf,"X925001A"
1979,0,366,0,Inf,"X925001A"
1980,0,365,0,Inf,"X925001A"
1981,0,365,0,Inf,"X925001A"
1982,0,365,0,Inf,"X925001A"
1983,0,366,0,Inf,"X925001A"
1984,0,365,0,Inf,"X925001A"
1985,0,365,0,Inf,"X925001A"
1986,0,365,0,Inf,"X925001A"
1987,0,366,0,Inf,"X925001A"
1988,0,365,0,Inf,"X925001A"
1989,0,365,0,Inf,"X925001A"
1990,0,365,0,Inf,"X925001A"
1991,0,366,0,Inf,"X925001A"
1992,0,365,0,Inf,"X925001A"
1993,0,365,0,Inf,"X925001A"
1994,0,365,0,Inf,"X925001A"
1995,0,366,0,Inf,"X925001A"
1996,0,365,0,Inf,"X925001A"
1997,0,365,0,Inf,"X925001A"
1998,0,365,0,Inf,"X925001A"
1999,0,366,0,Inf,"X925001A"
2000,0,365,0,Inf,"X925001A"
2001,0,365,0,Inf,"X925001A"
2002,0,365,0,Inf,"X925001A"
2003,0,366,0,Inf,"X925001A"
2004,0,365,0,Inf,"X925001A"
2005,0,365,0,Inf,"X925001A"
2006,0,365,0,Inf,"X925001A"
2007,0,366,0,Inf,"X925001A"
2008,0,365,0,Inf,"X925001A"
2009,0,365,0,Inf,"X925001A"
2010,0,365,0,Inf,"X925001A"
2011,0,366,0,Inf,"X925001A"
2012,0,365,0,Inf,"X925001A"
2013,0,365,0,Inf,"X925001A"
2014,0,184,0,Inf,"X925001A"
1970,0,223,0,Inf,"X926002A"
1971,0,366,0,Inf,"X926002A"
1972,0,365,0,Inf,"X926002A"
1973,0,365,0,Inf,"X926002A"
1974,0,365,0,Inf,"X926002A"
1975,0,366,0,Inf,"X926002A"
1976,0,365,0,Inf,"X926002A"
1977,0,365,0,Inf,"X926002A"
1978,0,365,0,Inf,"X926002A"
1979,0,366,0,Inf,"X926002A"
1980,0,365,0,Inf,"X926002A"
1981,0,365,0,Inf,"X926002A"
1982,0,365,0,Inf,"X926002A"
1983,0,366,0,Inf,"X926002A"
1984,0,365,0,Inf,"X926002A"
1985,0,365,0,Inf,"X926002A"
1986,0,365,0,Inf,"X926002A"
1987,0,366,0,Inf,"X926002A"
1988,172,365,0.471232876712329,194,"X926002A"
1989,26,365,0.0712328767123288,1,"X926002A"
1990,83,365,0.227397260273973,69,"X926002A"
1991,0,366,0,Inf,"X926002A"
1992,0,365,0,Inf,"X926002A"
1993,0,365,0,Inf,"X926002A"
1994,0,365,0,Inf,"X926002A"
1995,0,366,0,Inf,"X926002A"
1996,0,365,0,Inf,"X926002A"
1997,0,365,0,Inf,"X926002A"
1998,0,365,0,Inf,"X926002A"
1999,0,366,0,Inf,"X926002A"
2000,0,365,0,Inf,"X926002A"
2001,0,365,0,Inf,"X926002A"
2002,0,365,0,Inf,"X926002A"
2003,0,366,0,Inf,"X926002A"
2004,0,365,0,Inf,"X926002A"
2005,0,365,0,Inf,"X926002A"
2006,0,365,0,Inf,"X926002A"
2007,0,366,0,Inf,"X926002A"
2008,0,365,0,Inf,"X926002A"
2009,0,365,0,Inf,"X926002A"
2010,0,365,0,Inf,"X926002A"
2011,0,366,0,Inf,"X926002A"
2012,0,365,0,Inf,"X926002A"
2013,0,365,0,Inf,"X926002A"
2014,0,184,0,Inf,"X926002A"
1976,98,165,0.593939393939394,203,"G9030124"
1977,280,365,0.767123287671233,1,"G9030124"
1978,322,365,0.882191780821918,1,"G9030124"
1979,336,366,0.918032786885246,1,"G9030124"
1980,315,365,0.863013698630137,1,"G9030124"
1981,284,365,0.778082191780822,1,"G9030124"
1982,324,365,0.887671232876712,1,"G9030124"
1983,92,366,0.251366120218579,1,"G9030124"
1984,0,365,0,Inf,"G9030124"
1985,0,365,0,Inf,"G9030124"
1986,0,365,0,Inf,"G9030124"
1987,0,366,0,Inf,"G9030124"
1988,0,365,0,Inf,"G9030124"
1989,0,365,0,Inf,"G9030124"
1990,0,365,0,Inf,"G9030124"
1991,0,366,0,Inf,"G9030124"
1992,0,365,0,Inf,"G9030124"
1993,0,365,0,Inf,"G9030124"
1994,0,365,0,Inf,"G9030124"
1995,0,366,0,Inf,"G9030124"
1996,0,365,0,Inf,"G9030124"
1997,0,365,0,Inf,"G9030124"
1998,0,365,0,Inf,"G9030124"
1999,0,366,0,Inf,"G9030124"
2000,0,365,0,Inf,"G9030124"
2001,0,365,0,Inf,"G9030124"
2002,0,365,0,Inf,"G9030124"
2003,0,366,0,Inf,"G9030124"
2004,0,365,0,Inf,"G9030124"
2005,0,365,0,Inf,"G9030124"
2006,0,365,0,Inf,"G9030124"
2007,0,366,0,Inf,"G9030124"
2008,0,365,0,Inf,"G9030124"
2009,0,365,0,Inf,"G9030124"
2010,0,365,0,Inf,"G9030124"
2011,0,366,0,Inf,"G9030124"
2012,0,365,0,Inf,"G9030124"
2013,0,218,0,Inf,"G9030124"
1966,64,322,0.198757763975155,73,"G9030250"
1967,5,366,0.0136612021857923,150,"G9030250"
1968,0,365,0,Inf,"G9030250"
1969,0,365,0,Inf,"G9030250"
1970,10,365,0.0273972602739726,97,"G9030250"
1971,0,366,0,Inf,"G9030250"
1972,0,365,0,Inf,"G9030250"
1973,16,365,0.0438356164383562,116,"G9030250"
1974,0,365,0,Inf,"G9030250"
1975,0,366,0,Inf,"G9030250"
1976,0,365,0,Inf,"G9030250"
1977,0,365,0,Inf,"G9030250"
1978,0,365,0,Inf,"G9030250"
1979,0,366,0,Inf,"G9030250"
1980,0,365,0,Inf,"G9030250"
1981,0,365,0,Inf,"G9030250"
1982,0,365,0,Inf,"G9030250"
1983,0,366,0,Inf,"G9030250"
1984,0,365,0,Inf,"G9030250"
1985,0,365,0,Inf,"G9030250"
1986,0,365,0,Inf,"G9030250"
1987,0,366,0,Inf,"G9030250"
1988,0,365,0,Inf,"G9030250"
1989,0,365,0,Inf,"G9030250"
1990,0,365,0,Inf,"G9030250"
1991,0,366,0,Inf,"G9030250"
1992,0,365,0,Inf,"G9030250"
1993,0,365,0,Inf,"G9030250"
1994,0,365,0,Inf,"G9030250"
1995,0,366,0,Inf,"G9030250"
1996,0,365,0,Inf,"G9030250"
1997,0,365,0,Inf,"G9030250"
1998,0,365,0,Inf,"G9030250"
1999,0,366,0,Inf,"G9030250"
2000,0,365,0,Inf,"G9030250"
2001,0,365,0,Inf,"G9030250"
2002,0,365,0,Inf,"G9030250"
2003,0,366,0,Inf,"G9030250"
2004,0,365,0,Inf,"G9030250"
2005,0,365,0,Inf,"G9030250"
2006,0,365,0,Inf,"G9030250"
2007,0,366,0,Inf,"G9030250"
2008,0,365,0,Inf,"G9030250"
2009,0,365,0,Inf,"G9030250"
2010,0,365,0,Inf,"G9030250"
2011,0,366,0,Inf,"G9030250"
2012,0,365,0,Inf,"G9030250"
2013,0,365,0,Inf,"G9030250"
2014,0,184,0,Inf,"G9030250"
1965,134,238,0.563025210084034,128,"G9070142"
1966,187,365,0.512328767123288,1,"G9070142"
1967,119,366,0.325136612021858,72,"G9070142"
1968,69,365,0.189041095890411,117,"G9070142"
1969,210,365,0.575342465753425,18,"G9070142"
1970,150,365,0.410958904109589,1,"G9070142"
1971,43,366,0.117486338797814,163,"G9070142"
1972,82,365,0.224657534246575,149,"G9070142"
1973,139,365,0.380821917808219,3,"G9070142"
1974,0,365,0,Inf,"G9070142"
1975,0,366,0,Inf,"G9070142"
1976,0,365,0,Inf,"G9070142"
1977,0,365,0,Inf,"G9070142"
1978,0,365,0,Inf,"G9070142"
1979,84,366,0.229508196721311,118,"G9070142"
1980,180,365,0.493150684931507,1,"G9070142"
1981,59,365,0.161643835616438,107,"G9070142"
1982,206,365,0.564383561643836,37,"G9070142"
1983,167,366,0.456284153005464,1,"G9070142"
1984,10,365,0.0273972602739726,160,"G9070142"
1985,204,365,0.558904109589041,40,"G9070142"
1986,173,365,0.473972602739726,1,"G9070142"
1987,292,366,0.797814207650273,1,"G9070142"
1988,291,365,0.797260273972603,1,"G9070142"
1989,315,365,0.863013698630137,1,"G9070142"
1990,224,365,0.613698630136986,1,"G9070142"
1991,236,366,0.644808743169399,1,"G9070142"
1992,151,365,0.413698630136986,1,"G9070142"
1993,90,365,0.246575342465753,99,"G9070142"
1994,205,365,0.561643835616438,1,"G9070142"
1995,227,366,0.620218579234973,1,"G9070142"
1996,248,365,0.679452054794521,1,"G9070142"
1997,244,365,0.668493150684932,1,"G9070142"
1998,116,365,0.317808219178082,1,"G9070142"
1999,170,366,0.46448087431694,1,"G9070142"
2000,83,365,0.227397260273973,31,"G9070142"
2001,0,365,0,Inf,"G9070142"
2002,146,365,0.4,34,"G9070142"
2003,0,366,0,Inf,"G9070142"
2004,0,365,0,Inf,"G9070142"
2005,101,365,0.276712328767123,45,"G9070142"
2006,0,365,0,Inf,"G9070142"
2007,25,366,0.0683060109289618,125,"G9070142"
2008,112,365,0.306849315068493,31,"G9070142"
2009,0,365,0,Inf,"G9070142"
2010,0,365,0,Inf,"G9070142"
2011,0,366,0,Inf,"G9070142"
2012,0,365,0,Inf,"G9070142"
2013,108,365,0.295890410958904,63,"G9070142"
2014,0,184,0,Inf,"G9070142"
1966,109,255,0.427450980392157,111,"A0020101"
1967,128,366,0.349726775956284,72,"A0020101"
1968,193,365,0.528767123287671,83,"A0020101"
1969,204,365,0.558904109589041,1,"A0020101"
1970,238,365,0.652054794520548,6,"A0020101"
1971,77,366,0.210382513661202,78,"A0020101"
1972,220,365,0.602739726027397,7,"A0020101"
1973,81,365,0.221917808219178,44,"A0020101"
1974,108,365,0.295890410958904,107,"A0020101"
1975,105,366,0.286885245901639,1,"A0020101"
1976,160,365,0.438356164383562,10,"A0020101"
1977,285,365,0.780821917808219,1,"A0020101"
1978,48,365,0.131506849315068,119,"A0020101"
1979,206,366,0.562841530054645,13,"A0020101"
1980,200,365,0.547945205479452,1,"A0020101"
1981,205,365,0.561643835616438,99,"A0020101"
1982,261,365,0.715068493150685,1,"A0020101"
1983,134,366,0.366120218579235,77,"A0020101"
1984,295,365,0.808219178082192,1,"A0020101"
1985,172,365,0.471232876712329,1,"A0020101"
1986,25,365,0.0684931506849315,102,"A0020101"
1987,118,366,0.322404371584699,75,"A0020101"
1988,42,365,0.115068493150685,138,"A0020101"
1989,36,365,0.0986301369863014,93,"A0020101"
