"CurrentClimYear","noflowdays_r","totaldays_r","annualfractionnoflow_r","zeroflowfirst_r","gauge_ID"
1976,261,365,0.715068493150685,1,"X915011A"
1977,346,365,0.947945205479452,1,"X915011A"
1978,247,365,0.676712328767123,1,"X915011A"
1979,322,366,0.879781420765027,1,"X915011A"
1980,207,365,0.567123287671233,1,"X915011A"
1981,241,365,0.66027397260274,6,"X915011A"
1982,289,365,0.791780821917808,1,"X915011A"
1983,246,366,0.672131147540984,17,"X915011A"
1984,357,365,0.978082191780822,1,"X915011A"
1985,314,365,0.86027397260274,1,"X915011A"
1986,326,365,0.893150684931507,1,"X915011A"
1987,358,366,0.978142076502732,1,"X915011A"
1988,307,365,0.841095890410959,1,"X915011A"
1989,278,365,0.761643835616438,1,"X915011A"
1990,259,365,0.70958904109589,7,"X915011A"
1991,335,366,0.915300546448087,1,"X915011A"
1992,348,365,0.953424657534247,1,"X915011A"
1993,329,365,0.901369863013699,1,"X915011A"
1994,287,365,0.786301369863014,1,"X915011A"
1995,316,366,0.863387978142076,1,"X915011A"
1996,286,365,0.783561643835616,1,"X915011A"
1997,275,365,0.753424657534247,1,"X915011A"
1998,288,365,0.789041095890411,1,"X915011A"
1999,191,366,0.521857923497268,1,"X915011A"
2000,215,365,0.589041095890411,1,"X915011A"
2001,280,365,0.767123287671233,1,"X915011A"
2002,323,365,0.884931506849315,1,"X915011A"
2003,317,366,0.866120218579235,5,"X915011A"
2004,294,365,0.805479452054795,1,"X915011A"
2005,288,365,0.789041095890411,1,"X915011A"
2006,298,365,0.816438356164384,1,"X915011A"
2007,262,366,0.715846994535519,18,"X915011A"
2008,212,365,0.580821917808219,1,"X915011A"
2009,251,365,0.687671232876712,1,"X915011A"
2010,114,365,0.312328767123288,1,"X915011A"
2011,133,366,0.363387978142077,31,"X915011A"
2012,275,365,0.753424657534247,66,"X915011A"
2013,335,365,0.917808219178082,1,"X915011A"
2014,184,184,1,1,"X915011A"
1968,129,342,0.37719298245614,98,"X917107A"
1969,310,365,0.849315068493151,1,"X917107A"
1970,191,365,0.523287671232877,1,"X917107A"
1971,144,366,0.39344262295082,47,"X917107A"
1972,0,365,0,Inf,"X917107A"
1973,0,365,0,Inf,"X917107A"
1974,0,365,0,Inf,"X917107A"
1975,0,366,0,Inf,"X917107A"
1976,0,365,0,Inf,"X917107A"
1977,0,365,0,Inf,"X917107A"
1978,0,365,0,Inf,"X917107A"
1979,0,366,0,Inf,"X917107A"
1980,0,365,0,Inf,"X917107A"
1981,0,365,0,Inf,"X917107A"
1982,0,365,0,Inf,"X917107A"
1983,0,366,0,Inf,"X917107A"
1984,0,365,0,Inf,"X917107A"
1985,11,365,0.0301369863013699,65,"X917107A"
1986,0,365,0,Inf,"X917107A"
1987,6,366,0.0163934426229508,173,"X917107A"
1988,92,365,0.252054794520548,76,"X917107A"
1989,116,365,0.317808219178082,1,"X917107A"
1990,93,365,0.254794520547945,3,"X917107A"
1991,0,366,0,Inf,"X917107A"
1992,21,365,0.0575342465753425,29,"X917107A"
1993,212,365,0.580821917808219,2,"X917107A"
1994,324,365,0.887671232876712,1,"X917107A"
1995,326,366,0.890710382513661,1,"X917107A"
1996,219,365,0.6,1,"X917107A"
1997,173,365,0.473972602739726,1,"X917107A"
1998,0,365,0,Inf,"X917107A"
1999,9,366,0.0245901639344262,161,"X917107A"
2000,0,365,0,Inf,"X917107A"
2001,0,365,0,Inf,"X917107A"
2002,0,365,0,Inf,"X917107A"
2003,159,366,0.434426229508197,120,"X917107A"
2004,206,365,0.564383561643836,1,"X917107A"
2005,236,365,0.646575342465753,1,"X917107A"
2006,195,365,0.534246575342466,1,"X917107A"
2007,94,366,0.256830601092896,80,"X917107A"
2008,0,365,0,Inf,"X917107A"
2009,0,365,0,Inf,"X917107A"
2010,0,365,0,Inf,"X917107A"
2011,0,366,0,Inf,"X917107A"
2012,0,365,0,Inf,"X917107A"
2013,0,365,0,Inf,"X917107A"
2014,0,184,0,Inf,"X917107A"
1967,38,273,0.139194139194139,116,"X919003A"
1968,34,365,0.0931506849315069,124,"X919003A"
1969,29,365,0.0794520547945206,136,"X919003A"
1970,20,365,0.0547945205479452,103,"X919003A"
1971,23,366,0.0628415300546448,120,"X919003A"
1972,51,365,0.13972602739726,139,"X919003A"
1973,0,365,0,Inf,"X919003A"
1974,1,365,0.00273972602739726,136,"X919003A"
1975,0,366,0,Inf,"X919003A"
1976,0,365,0,Inf,"X919003A"
1977,0,365,0,Inf,"X919003A"
1978,11,365,0.0301369863013699,108,"X919003A"
1979,0,366,0,Inf,"X919003A"
1980,0,365,0,Inf,"X919003A"
1981,0,365,0,Inf,"X919003A"
1982,0,365,0,Inf,"X919003A"
1983,0,366,0,Inf,"X919003A"
1984,0,365,0,Inf,"X919003A"
1985,0,365,0,Inf,"X919003A"
1986,0,365,0,Inf,"X919003A"
1987,0,366,0,Inf,"X919003A"
1988,0,365,0,Inf,"X919003A"
1989,0,365,0,Inf,"X919003A"
1990,2,365,0.00547945205479452,148,"X919003A"
1991,39,366,0.10655737704918,112,"X919003A"
1992,55,365,0.150684931506849,104,"X919003A"
1993,0,365,0,Inf,"X919003A"
1994,24,365,0.0657534246575342,147,"X919003A"
1995,0,366,0,Inf,"X919003A"
1996,0,365,0,Inf,"X919003A"
1997,0,365,0,Inf,"X919003A"
1998,0,365,0,Inf,"X919003A"
1999,0,366,0,Inf,"X919003A"
2000,0,365,0,Inf,"X919003A"
2001,0,365,0,Inf,"X919003A"
2002,93,365,0.254794520547945,88,"X919003A"
2003,52,366,0.14207650273224,95,"X919003A"
2004,7,365,0.0191780821917808,157,"X919003A"
2005,33,365,0.0904109589041096,155,"X919003A"
2006,0,365,0,Inf,"X919003A"
2007,0,366,0,Inf,"X919003A"
2008,0,365,0,Inf,"X919003A"
2009,49,365,0.134246575342466,105,"X919003A"
2010,0,365,0,Inf,"X919003A"
2011,0,366,0,Inf,"X919003A"
2012,6,365,0.0164383561643836,180,"X919003A"
2013,0,365,0,Inf,"X919003A"
2014,0,184,0,Inf,"X919003A"
1967,6,201,0.0298507462686567,168,"X919201A"
1968,213,365,0.583561643835616,55,"X919201A"
1969,193,365,0.528767123287671,1,"X919201A"
1970,161,365,0.441095890410959,1,"X919201A"
1971,65,366,0.177595628415301,87,"X919201A"
1972,124,365,0.33972602739726,41,"X919201A"
1973,35,365,0.0958904109589041,99,"X919201A"
1974,65,365,0.178082191780822,105,"X919201A"
1975,22,366,0.0601092896174863,103,"X919201A"
1976,14,365,0.0383561643835616,139,"X919201A"
1977,73,365,0.2,104,"X919201A"
1978,152,365,0.416438356164384,1,"X919201A"
1979,76,366,0.207650273224044,101,"X919201A"
1980,90,365,0.246575342465753,93,"X919201A"
1981,32,365,0.0876712328767123,107,"X919201A"
1982,113,365,0.30958904109589,82,"X919201A"
1983,184,366,0.502732240437158,23,"X919201A"
1984,160,365,0.438356164383562,1,"X919201A"
1985,75,365,0.205479452054795,46,"X919201A"
1986,114,365,0.312328767123288,46,"X919201A"
1987,229,366,0.62568306010929,37,"X919201A"
1988,145,365,0.397260273972603,1,"X919201A"
1989,11,365,0.0301369863013699,134,"X919201A"
1990,0,365,0,Inf,"X919201A"
1991,147,366,0.401639344262295,39,"X919201A"
1992,21,365,0.0575342465753425,53,"X919201A"
1993,217,365,0.594520547945205,63,"X919201A"
1994,260,365,0.712328767123288,1,"X919201A"
1995,104,366,0.284153005464481,1,"X919201A"
1996,81,365,0.221917808219178,70,"X919201A"
1997,81,365,0.221917808219178,88,"X919201A"
1998,35,365,0.0958904109589041,76,"X919201A"
1999,26,366,0.0710382513661202,108,"X919201A"
2000,24,365,0.0657534246575342,99,"X919201A"
2001,100,365,0.273972602739726,77,"X919201A"
2002,280,365,0.767123287671233,1,"X919201A"
2003,178,366,0.486338797814208,1,"X919201A"
2004,80,365,0.219178082191781,80,"X919201A"
2005,139,365,0.380821917808219,17,"X919201A"
2006,101,365,0.276712328767123,92,"X919201A"
2007,93,366,0.254098360655738,60,"X919201A"
2008,85,365,0.232876712328767,62,"X919201A"
2009,137,365,0.375342465753425,42,"X919201A"
2010,26,365,0.0712328767123288,91,"X919201A"
2011,63,366,0.172131147540984,93,"X919201A"
2012,127,365,0.347945205479452,68,"X919201A"
2013,49,365,0.134246575342466,88,"X919201A"
2014,64,184,0.347826086956522,121,"X919201A"
1967,57,294,0.193877551020408,95,"X919309A"
1968,169,365,0.463013698630137,51,"X919309A"
1969,195,365,0.534246575342466,1,"X919309A"
1970,130,365,0.356164383561644,1,"X919309A"
1971,66,366,0.180327868852459,83,"X919309A"
1972,74,365,0.202739726027397,107,"X919309A"
1973,60,365,0.164383561643836,64,"X919309A"
1974,0,365,0,Inf,"X919309A"
1975,10,366,0.0273224043715847,109,"X919309A"
1976,0,365,0,Inf,"X919309A"
1977,18,365,0.0493150684931507,131,"X919309A"
1978,154,365,0.421917808219178,8,"X919309A"
1979,73,366,0.199453551912568,110,"X919309A"
1980,118,365,0.323287671232877,54,"X919309A"
1981,42,365,0.115068493150685,106,"X919309A"
1982,124,365,0.33972602739726,46,"X919309A"
1983,122,366,0.333333333333333,36,"X919309A"
1984,166,365,0.454794520547945,2,"X919309A"
1985,112,365,0.306849315068493,14,"X919309A"
1986,158,365,0.432876712328767,18,"X919309A"
1987,195,366,0.532786885245902,1,"X919309A"
1988,109,365,0.298630136986301,1,"X919309A"
1989,76,365,0.208219178082192,66,"X919309A"
1990,13,365,0.0356164383561644,70,"X919309A"
1991,40,366,0.109289617486339,90,"X919309A"
1992,100,365,0.273972602739726,9,"X919309A"
1993,52,365,0.142465753424658,162,"X919309A"
1994,0,365,0,Inf,"X919309A"
1995,71,366,0.193989071038251,26,"X919309A"
1996,51,365,0.13972602739726,51,"X919309A"
1997,44,365,0.120547945205479,72,"X919309A"
1998,77,365,0.210958904109589,28,"X919309A"
1999,6,366,0.0163934426229508,113,"X919309A"
2000,0,365,0,Inf,"X919309A"
2001,68,365,0.186301369863014,92,"X919309A"
2002,110,365,0.301369863013699,40,"X919309A"
2003,100,366,0.273224043715847,42,"X919309A"
2004,49,365,0.134246575342466,55,"X919309A"
2005,35,365,0.0958904109589041,4,"X919309A"
2006,32,365,0.0876712328767123,82,"X919309A"
2007,60,366,0.163934426229508,100,"X919309A"
2008,43,365,0.117808219178082,106,"X919309A"
2009,92,365,0.252054794520548,91,"X919309A"
2010,16,365,0.0438356164383562,72,"X919309A"
2011,3,366,0.00819672131147541,162,"X919309A"
2012,41,365,0.112328767123288,91,"X919309A"
2013,46,365,0.126027397260274,70,"X919309A"
2014,78,184,0.423913043478261,78,"X919309A"
1967,76,273,0.278388278388278,97,"X922101B"
1968,68,365,0.186301369863014,105,"X922101B"
1969,116,365,0.317808219178082,56,"X922101B"
1970,91,365,0.249315068493151,59,"X922101B"
1971,90,366,0.245901639344262,84,"X922101B"
1972,140,365,0.383561643835616,65,"X922101B"
1973,11,365,0.0301369863013699,131,"X922101B"
1974,64,365,0.175342465753425,98,"X922101B"
1975,13,366,0.0355191256830601,132,"X922101B"
1976,80,365,0.219178082191781,79,"X922101B"
1977,75,365,0.205479452054795,103,"X922101B"
1978,17,365,0.0465753424657534,115,"X922101B"
1979,80,366,0.218579234972678,105,"X922101B"
1980,89,365,0.243835616438356,83,"X922101B"
1981,28,365,0.0767123287671233,118,"X922101B"
1982,128,365,0.350684931506849,90,"X922101B"
1983,76,366,0.207650273224044,98,"X922101B"
1984,69,365,0.189041095890411,93,"X922101B"
1985,42,365,0.115068493150685,93,"X922101B"
1986,121,365,0.331506849315069,48,"X922101B"
1987,115,366,0.314207650273224,66,"X922101B"
1988,63,365,0.172602739726027,41,"X922101B"
1989,93,365,0.254794520547945,78,"X922101B"
1990,99,365,0.271232876712329,50,"X922101B"
1991,127,366,0.346994535519126,1,"X922101B"
1992,107,365,0.293150684931507,15,"X922101B"
1993,57,365,0.156164383561644,65,"X922101B"
1994,78,365,0.213698630136986,28,"X922101B"
1995,37,366,0.101092896174863,113,"X922101B"
1996,17,365,0.0465753424657534,93,"X922101B"
1997,106,365,0.29041095890411,73,"X922101B"
1998,20,365,0.0547945205479452,108,"X922101B"
1999,40,366,0.109289617486339,90,"X922101B"
2000,0,365,0,Inf,"X922101B"
2001,51,365,0.13972602739726,85,"X922101B"
2002,150,365,0.410958904109589,1,"X922101B"
2003,115,366,0.314207650273224,33,"X922101B"
2004,96,365,0.263013698630137,70,"X922101B"
2005,79,365,0.216438356164384,82,"X922101B"
2006,63,365,0.172602739726027,129,"X922101B"
2007,32,366,0.087431693989071,134,"X922101B"
2008,36,365,0.0986301369863014,89,"X922101B"
2009,38,365,0.104109589041096,54,"X922101B"
2010,0,365,0,Inf,"X922101B"
2011,52,366,0.14207650273224,93,"X922101B"
2012,36,365,0.0986301369863014,124,"X922101B"
2013,36,365,0.0986301369863014,86,"X922101B"
2014,82,184,0.445652173913043,103,"X922101B"
1957,0,72,0,Inf,"X925001A"
1958,0,365,0,Inf,"X925001A"
1959,0,366,0,Inf,"X925001A"
1960,0,365,0,Inf,"X925001A"
1961,0,365,0,Inf,"X925001A"
1962,0,365,0,Inf,"X925001A"
1963,0,366,0,Inf,"X925001A"
1964,0,365,0,Inf,"X925001A"
1965,0,365,0,Inf,"X925001A"
1966,0,365,0,Inf,"X925001A"
1967,0,366,0,Inf,"X925001A"
1968,0,365,0,Inf,"X925001A"
1969,0,365,0,Inf,"X925001A"
1970,0,365,0,Inf,"X925001A"
1971,0,366,0,Inf,"X925001A"
1972,0,365,0,Inf,"X925001A"
1973,0,365,0,Inf,"X925001A"
1974,0,365,0,Inf,"X925001A"
1975,0,366,0,Inf,"X925001A"
1976,0,365,0,Inf,"X925001A"
1977,0,365,0,Inf,"X925001A"
1978,0,365,0,Inf,"X925001A"
1979,0,366,0,Inf,"X925001A"
1980,0,365,0,Inf,"X925001A"
1981,0,365,0,Inf,"X925001A"
1982,0,365,0,Inf,"X925001A"
1983,0,366,0,Inf,"X925001A"
1984,0,365,0,Inf,"X925001A"
1985,0,365,0,Inf,"X925001A"
1986,0,365,0,Inf,"X925001A"
1987,0,366,0,Inf,"X925001A"
1988,0,365,0,Inf,"X925001A"
1989,0,365,0,Inf,"X925001A"
1990,0,365,0,Inf,"X925001A"
1991,0,366,0,Inf,"X925001A"
1992,0,365,0,Inf,"X925001A"
1993,0,365,0,Inf,"X925001A"
1994,0,365,0,Inf,"X925001A"
1995,0,366,0,Inf,"X925001A"
1996,0,365,0,Inf,"X925001A"
1997,0,365,0,Inf,"X925001A"
1998,0,365,0,Inf,"X925001A"
1999,0,366,0,Inf,"X925001A"
2000,0,365,0,Inf,"X925001A"
2001,0,365,0,Inf,"X925001A"
2002,0,365,0,Inf,"X925001A"
2003,0,366,0,Inf,"X925001A"
2004,0,365,0,Inf,"X925001A"
2005,0,365,0,Inf,"X925001A"
2006,0,365,0,Inf,"X925001A"
2007,0,366,0,Inf,"X925001A"
2008,0,365,0,Inf,"X925001A"
2009,0,365,0,Inf,"X925001A"
2010,0,365,0,Inf,"X925001A"
2011,0,366,0,Inf,"X925001A"
2012,0,365,0,Inf,"X925001A"
2013,0,365,0,Inf,"X925001A"
2014,0,184,0,Inf,"X925001A"
1970,0,223,0,Inf,"X926002A"
1971,0,366,0,Inf,"X926002A"
1972,0,365,0,Inf,"X926002A"
1973,0,365,0,Inf,"X926002A"
1974,0,365,0,Inf,"X926002A"
1975,0,366,0,Inf,"X926002A"
1976,0,365,0,Inf,"X926002A"
1977,0,365,0,Inf,"X926002A"
1978,0,365,0,Inf,"X926002A"
1979,0,366,0,Inf,"X926002A"
1980,0,365,0,Inf,"X926002A"
1981,0,365,0,Inf,"X926002A"
1982,0,365,0,Inf,"X926002A"
1983,0,366,0,Inf,"X926002A"
1984,0,365,0,Inf,"X926002A"
1985,0,365,0,Inf,"X926002A"
1986,0,365,0,Inf,"X926002A"
1987,0,366,0,Inf,"X926002A"
1988,172,365,0.471232876712329,194,"X926002A"
1989,26,365,0.0712328767123288,1,"X926002A"
1990,83,365,0.227397260273973,69,"X926002A"
1991,0,366,0,Inf,"X926002A"
1992,0,365,0,Inf,"X926002A"
1993,0,365,0,Inf,"X926002A"
1994,0,365,0,Inf,"X926002A"
1995,0,366,0,Inf,"X926002A"
1996,0,365,0,Inf,"X926002A"
1997,0,365,0,Inf,"X926002A"
1998,0,365,0,Inf,"X926002A"
1999,0,366,0,Inf,"X926002A"
2000,0,365,0,Inf,"X926002A"
2001,0,365,0,Inf,"X926002A"
2002,0,365,0,Inf,"X926002A"
2003,0,366,0,Inf,"X926002A"
2004,0,365,0,Inf,"X926002A"
2005,0,365,0,Inf,"X926002A"
2006,0,365,0,Inf,"X926002A"
2007,0,366,0,Inf,"X926002A"
2008,0,365,0,Inf,"X926002A"
2009,0,365,0,Inf,"X926002A"
2010,0,365,0,Inf,"X926002A"
2011,0,366,0,Inf,"X926002A"
2012,0,365,0,Inf,"X926002A"
2013,0,365,0,Inf,"X926002A"
2014,0,184,0,Inf,"X926002A"
1976,117,165,0.709090909090909,201,"G9030124"
1977,302,365,0.827397260273973,1,"G9030124"
1978,340,365,0.931506849315068,1,"G9030124"
1979,355,366,0.969945355191257,1,"G9030124"
1980,325,365,0.89041095890411,1,"G9030124"
1981,303,365,0.83013698630137,1,"G9030124"
1982,335,365,0.917808219178082,1,"G9030124"
1983,324,366,0.885245901639344,1,"G9030124"
1984,357,365,0.978082191780822,1,"G9030124"
1985,359,365,0.983561643835616,1,"G9030124"
1986,336,365,0.920547945205479,1,"G9030124"
1987,362,366,0.989071038251366,1,"G9030124"
1988,338,365,0.926027397260274,1,"G9030124"
1989,365,365,1,1,"G9030124"
1990,313,365,0.857534246575342,1,"G9030124"
1991,357,366,0.975409836065574,1,"G9030124"
1992,332,365,0.90958904109589,1,"G9030124"
1993,337,365,0.923287671232877,1,"G9030124"
1994,361,365,0.989041095890411,1,"G9030124"
1995,346,366,0.945355191256831,1,"G9030124"
1996,329,365,0.901369863013699,1,"G9030124"
1997,359,365,0.983561643835616,1,"G9030124"
1998,309,365,0.846575342465753,1,"G9030124"
1999,316,366,0.863387978142076,1,"G9030124"
2000,285,365,0.780821917808219,1,"G9030124"
2001,350,365,0.958904109589041,1,"G9030124"
2002,284,365,0.778082191780822,1,"G9030124"
2003,260,366,0.710382513661202,1,"G9030124"
2004,362,365,0.991780821917808,1,"G9030124"
2005,263,365,0.720547945205479,1,"G9030124"
2006,346,365,0.947945205479452,1,"G9030124"
2007,337,366,0.920765027322404,1,"G9030124"
2008,311,365,0.852054794520548,1,"G9030124"
2009,334,365,0.915068493150685,1,"G9030124"
2010,267,365,0.731506849315068,1,"G9030124"
2011,322,366,0.879781420765027,1,"G9030124"
2012,349,365,0.956164383561644,1,"G9030124"
2013,207,218,0.94954128440367,1,"G9030124"
1966,74,322,0.229813664596273,63,"G9030250"
1967,11,366,0.0300546448087432,150,"G9030250"
1968,0,365,0,Inf,"G9030250"
1969,0,365,0,Inf,"G9030250"
1970,22,365,0.0602739726027397,85,"G9030250"
1971,0,366,0,Inf,"G9030250"
1972,0,365,0,Inf,"G9030250"
1973,28,365,0.0767123287671233,104,"G9030250"
1974,0,365,0,Inf,"G9030250"
1975,0,366,0,Inf,"G9030250"
1976,0,365,0,Inf,"G9030250"
1977,0,365,0,Inf,"G9030250"
1978,0,365,0,Inf,"G9030250"
1979,0,366,0,Inf,"G9030250"
1980,0,365,0,Inf,"G9030250"
1981,0,365,0,Inf,"G9030250"
1982,0,365,0,Inf,"G9030250"
1983,0,366,0,Inf,"G9030250"
1984,0,365,0,Inf,"G9030250"
1985,0,365,0,Inf,"G9030250"
1986,0,365,0,Inf,"G9030250"
1987,0,366,0,Inf,"G9030250"
1988,0,365,0,Inf,"G9030250"
1989,0,365,0,Inf,"G9030250"
1990,0,365,0,Inf,"G9030250"
1991,0,366,0,Inf,"G9030250"
1992,0,365,0,Inf,"G9030250"
1993,0,365,0,Inf,"G9030250"
1994,0,365,0,Inf,"G9030250"
1995,0,366,0,Inf,"G9030250"
1996,0,365,0,Inf,"G9030250"
1997,0,365,0,Inf,"G9030250"
1998,0,365,0,Inf,"G9030250"
1999,0,366,0,Inf,"G9030250"
2000,0,365,0,Inf,"G9030250"
2001,0,365,0,Inf,"G9030250"
2002,0,365,0,Inf,"G9030250"
2003,0,366,0,Inf,"G9030250"
2004,0,365,0,Inf,"G9030250"
2005,0,365,0,Inf,"G9030250"
2006,0,365,0,Inf,"G9030250"
2007,0,366,0,Inf,"G9030250"
2008,0,365,0,Inf,"G9030250"
2009,0,365,0,Inf,"G9030250"
2010,0,365,0,Inf,"G9030250"
2011,0,366,0,Inf,"G9030250"
2012,0,365,0,Inf,"G9030250"
2013,0,365,0,Inf,"G9030250"
2014,0,184,0,Inf,"G9030250"
1965,152,238,0.638655462184874,128,"G9070142"
1966,216,365,0.591780821917808,1,"G9070142"
1967,194,366,0.530054644808743,1,"G9070142"
1968,208,365,0.56986301369863,13,"G9070142"
1969,225,365,0.616438356164384,15,"G9070142"
1970,165,365,0.452054794520548,1,"G9070142"
1971,47,366,0.128415300546448,163,"G9070142"
1972,100,365,0.273972602739726,149,"G9070142"
1973,145,365,0.397260273972603,1,"G9070142"
1974,0,365,0,Inf,"G9070142"
1975,0,366,0,Inf,"G9070142"
1976,0,365,0,Inf,"G9070142"
1977,0,365,0,Inf,"G9070142"
1978,4,365,0.010958904109589,154,"G9070142"
1979,155,366,0.423497267759563,95,"G9070142"
1980,186,365,0.50958904109589,1,"G9070142"
1981,91,365,0.249315068493151,88,"G9070142"
1982,250,365,0.684931506849315,27,"G9070142"
1983,172,366,0.469945355191257,1,"G9070142"
1984,54,365,0.147945205479452,133,"G9070142"
1985,263,365,0.720547945205479,22,"G9070142"
1986,212,365,0.580821917808219,1,"G9070142"
1987,311,366,0.849726775956284,1,"G9070142"
1988,307,365,0.841095890410959,1,"G9070142"
1989,330,365,0.904109589041096,1,"G9070142"
1990,269,365,0.736986301369863,1,"G9070142"
1991,253,366,0.691256830601093,1,"G9070142"
1992,166,365,0.454794520547945,1,"G9070142"
1993,168,365,0.46027397260274,88,"G9070142"
1994,232,365,0.635616438356164,1,"G9070142"
1995,249,366,0.680327868852459,1,"G9070142"
1996,264,365,0.723287671232877,1,"G9070142"
1997,254,365,0.695890410958904,1,"G9070142"
1998,134,365,0.367123287671233,1,"G9070142"
1999,178,366,0.486338797814208,1,"G9070142"
2000,94,365,0.257534246575342,20,"G9070142"
2001,0,365,0,Inf,"G9070142"
2002,156,365,0.427397260273973,24,"G9070142"
2003,0,366,0,Inf,"G9070142"
2004,41,365,0.112328767123288,320,"G9070142"
2005,147,365,0.402739726027397,1,"G9070142"
2006,0,365,0,Inf,"G9070142"
2007,49,366,0.133879781420765,103,"G9070142"
2008,145,365,0.397260273972603,1,"G9070142"
2009,11,365,0.0301369863013699,158,"G9070142"
2010,0,365,0,Inf,"G9070142"
2011,0,366,0,Inf,"G9070142"
2012,0,365,0,Inf,"G9070142"
2013,148,365,0.405479452054795,29,"G9070142"
2014,0,184,0,Inf,"G9070142"
1966,130,255,0.509803921568627,111,"A0020101"
1967,137,366,0.37431693989071,63,"A0020101"
1968,214,365,0.586301369863014,82,"A0020101"
1969,227,365,0.621917808219178,1,"A0020101"
1970,243,365,0.665753424657534,1,"A0020101"
1971,104,366,0.284153005464481,69,"A0020101"
1972,226,365,0.619178082191781,1,"A0020101"
1973,97,365,0.265753424657534,37,"A0020101"
1974,136,365,0.372602739726027,89,"A0020101"
1975,133,366,0.363387978142077,1,"A0020101"
1976,182,365,0.498630136986301,1,"A0020101"
1977,298,365,0.816438356164384,1,"A0020101"
